STT,ID Nhà cung cấp,Tên công ty,Email,Điện thoại,Tỷ lệ hoa hồng (%),Số lượng booking,Tổng số tiền cần thanh toán (VND),Ghi chú
1,1,"Vietnam Adventures Co.","supplier@example.com","+84 902345678",15,381,"2,340,818,089,113","Tổng số tiền cần thanh toán cho 381 booking(s)"
2,2,"avdb","customer3@example.com","+84 905678908",15,175,"1,792,454,713","Tổng số tiền cần thanh toán cho 175 booking(s)"
3,3,"Blue Sky Travel Agency","supplier01@example.com","+84 902234001",19.14,131,"1,190,321,664","Tổng số tiền cần thanh toán cho 131 booking(s)"
4,4,"Explore Vietnam Travel","supplier02@example.com","+84 902234002",16.32,142,"1,379,395,346","Tổng số tiền cần thanh toán cho 142 booking(s)"
5,5,"Luxury Travel Experience","supplier03@example.com","+84 902234003",11.59,137,"1,537,090,734","Tổng số tiền cần thanh toán cho 137 booking(s)"
6,6,"Beach Paradise Travel","supplier04@example.com","+84 902234004",15,154,"1,110,160,138","Tổng số tiền cần thanh toán cho 154 booking(s)"
7,7,"Mountain View Tours","supplier05@example.com","+84 902234005",15.06,167,"1,641,234,251","Tổng số tiền cần thanh toán cho 167 booking(s)"
8,8,"Golden Gate Adventures","supplier06@example.com","+84 902234006",13.7,147,"1,561,137,011","Tổng số tiền cần thanh toán cho 147 booking(s)"
9,9,"Beach Paradise Travel","supplier07@example.com","+84 902234007",15.22,134,"1,175,304,292","Tổng số tiền cần thanh toán cho 134 booking(s)"
10,10,"Adventure Tours Co.","supplier08@example.com","+84 902234008",11.16,162,"1,597,516,882","Tổng số tiền cần thanh toán cho 162 booking(s)"
11,11,"Adventure Tours Co.","supplier09@example.com","+84 902234009",15.79,152,"1,617,926,309","Tổng số tiền cần thanh toán cho 152 booking(s)"
12,12,"Luxury Travel Experience","supplier10@example.com","+84 902234010",11.55,163,"1,501,645,723","Tổng số tiền cần thanh toán cho 163 booking(s)"
13,13,"Beach Paradise Travel","supplier11@example.com","+84 902234011",18.54,133,"1,340,757,268","Tổng số tiền cần thanh toán cho 133 booking(s)"
14,14,"Golden Gate Adventures","supplier12@example.com","+84 902234012",18.87,145,"1,557,651,987","Tổng số tiền cần thanh toán cho 145 booking(s)"
15,15,"Ocean Breeze Adventures","supplier13@example.com","+84 902234013",16.8,183,"2,062,837,296","Tổng số tiền cần thanh toán cho 183 booking(s)"
16,16,"Mystic Journey Tours","supplier14@example.com","+84 902234014",14.89,174,"1,794,737,124","Tổng số tiền cần thanh toán cho 174 booking(s)"
17,17,"Beach Paradise Travel","supplier15@example.com","+84 902234015",10.68,168,"1,787,703,625","Tổng số tiền cần thanh toán cho 168 booking(s)"

TỔNG CỘNG,,,,,2848 booking(s),"2,365,465,963,475","Tổng số tiền cần thanh toán cho tất cả nhà cung cấp"

CHI TIẾT TỪNG BOOKING
STT,ID Nhà cung cấp,Tên công ty,Booking ID,Booking Ref,Tổng tiền booking (VND),Số tiền cần thanh toán (VND)
1014,6,"Beach Paradise Travel",2766,"BK00002449","7,652,500","6,504,625"
1015,6,"Beach Paradise Travel",2763,"BK00002446","16,789,500","14,271,075"
1016,6,"Beach Paradise Travel",2748,"BK00002431","3,270,000","2,779,500"
1017,6,"Beach Paradise Travel",2743,"BK00002426","4,467,000","3,796,950"
1018,6,"Beach Paradise Travel",2741,"BK00002424","12,419,000","10,556,150"
1019,6,"Beach Paradise Travel",2717,"BK00002400","20,532,000","17,452,200"
1020,6,"Beach Paradise Travel",2715,"BK00002398","19,382,250","16,474,913"
1021,6,"Beach Paradise Travel",323,"BK00000006","10,440,000","8,874,000"
1022,6,"Beach Paradise Travel",1152,"BK00000835","829,500","705,075"
1023,6,"Beach Paradise Travel",2685,"BK00002368","15,410,000","13,098,500"
1024,6,"Beach Paradise Travel",1163,"BK00000846","5,212,500","4,430,625"
1025,6,"Beach Paradise Travel",342,"BK00000025","6,774,000","5,757,900"
1026,6,"Beach Paradise Travel",442,"BK00000125","20,880,000","17,748,000"
1027,6,"Beach Paradise Travel",3285,"BK00002968","11,650,000","9,902,500"
1028,6,"Beach Paradise Travel",2629,"BK00002312","1,437,500","1,221,875"
1029,6,"Beach Paradise Travel",2624,"BK00002307","5,934,500","5,044,325"
1030,6,"Beach Paradise Travel",1186,"BK00000869","3,318,000","2,820,300"
1031,6,"Beach Paradise Travel",3282,"BK00002965","1,530,500","1,300,925"
1032,6,"Beach Paradise Travel",2613,"BK00002296","6,660,500","5,661,425"
1033,6,"Beach Paradise Travel",2593,"BK00002276","10,139,000","8,618,150"
1034,6,"Beach Paradise Travel",2575,"BK00002258","13,688,000","11,634,800"
1035,6,"Beach Paradise Travel",2573,"BK00002256","6,782,500","5,765,125"
1036,6,"Beach Paradise Travel",453,"BK00000136","3,036,000","2,580,600"
1037,6,"Beach Paradise Travel",2542,"BK00002225","5,596,500","4,757,025"
1038,6,"Beach Paradise Travel",1211,"BK00000894","5,185,500","4,407,675"
1039,6,"Beach Paradise Travel",324,"BK00000007","1,530,500","1,300,925"
1040,6,"Beach Paradise Travel",462,"BK00000145","5,503,500","4,677,975"
1041,6,"Beach Paradise Travel",2505,"BK00002188","4,053,500","3,445,475"
1042,6,"Beach Paradise Travel",474,"BK00000157","4,705,000","3,999,250"
1043,6,"Beach Paradise Travel",2486,"BK00002169","18,475,000","15,703,750"
1044,6,"Beach Paradise Travel",3274,"BK00002957","12,673,750","10,772,688"
1045,6,"Beach Paradise Travel",2447,"BK00002130","25,812,000","21,940,200"
1046,6,"Beach Paradise Travel",3221,"BK00002904","6,460,750","5,491,638"
1047,6,"Beach Paradise Travel",1244,"BK00000927","25,843,000","21,966,550"
1048,6,"Beach Paradise Travel",2436,"BK00002119","12,673,750","10,772,688"
1049,6,"Beach Paradise Travel",1249,"BK00000932","2,562,500","2,178,125"
1050,6,"Beach Paradise Travel",1251,"BK00000934","390,250","331,713"
1051,6,"Beach Paradise Travel",2421,"BK00002104","4,573,500","3,887,475"
1052,6,"Beach Paradise Travel",2410,"BK00002093","18,294,000","15,549,900"
1053,6,"Beach Paradise Travel",1260,"BK00000943","5,212,500","4,430,625"
1054,6,"Beach Paradise Travel",2396,"BK00002079","3,714,750","3,157,538"
1055,6,"Beach Paradise Travel",2358,"BK00002041","10,440,000","8,874,000"
1056,6,"Beach Paradise Travel",2355,"BK00002038","5,650,000","4,802,500"
1057,6,"Beach Paradise Travel",2345,"BK00002028","1,530,500","1,300,925"
1058,6,"Beach Paradise Travel",1296,"BK00000979","6,453,000","5,485,050"
1059,6,"Beach Paradise Travel",2335,"BK00002018","2,534,750","2,154,538"
1060,6,"Beach Paradise Travel",3269,"BK00002952","1,278,500","1,086,725"
1061,6,"Beach Paradise Travel",502,"BK00000185","5,418,000","4,605,300"
1062,6,"Beach Paradise Travel",503,"BK00000186","12,673,750","10,772,688"
1063,6,"Beach Paradise Travel",861,"BK00000544","4,303,500","3,657,975"
1064,6,"Beach Paradise Travel",2243,"BK00001926","13,720,500","11,662,425"
1065,6,"Beach Paradise Travel",2242,"BK00001925","15,523,750","13,195,188"
1066,6,"Beach Paradise Travel",2225,"BK00001908","4,053,500","3,445,475"
1067,6,"Beach Paradise Travel",1343,"BK00001026","4,241,500","3,605,275"
1068,6,"Beach Paradise Travel",2204,"BK00001887","12,881,000","10,948,850"
1069,6,"Beach Paradise Travel",1352,"BK00001035","3,079,750","2,617,788"
1070,6,"Beach Paradise Travel",768,"BK00000451","27,982,500","23,785,125"
1071,6,"Beach Paradise Travel",2194,"BK00001877","5,019,500","4,266,575"
1072,6,"Beach Paradise Travel",524,"BK00000207","3,828,500","3,254,225"
1073,6,"Beach Paradise Travel",525,"BK00000208","6,080,250","5,168,213"
1074,6,"Beach Paradise Travel",2188,"BK00001871","26,976,000","22,929,600"
1075,6,"Beach Paradise Travel",2161,"BK00001844","8,487,500","7,214,375"
1076,6,"Beach Paradise Travel",2144,"BK00001827","1,659,000","1,410,150"
1077,6,"Beach Paradise Travel",532,"BK00000215","2,227,500","1,893,375"
1078,6,"Beach Paradise Travel",832,"BK00000515","4,291,500","3,647,775"
1079,6,"Beach Paradise Travel",2120,"BK00001803","3,270,000","2,779,500"
1080,6,"Beach Paradise Travel",537,"BK00000220","3,475,000","2,953,750"
1081,6,"Beach Paradise Travel",2094,"BK00001777","2,295,750","1,951,388"
1082,6,"Beach Paradise Travel",1424,"BK00001107","8,687,500","7,384,375"
1083,6,"Beach Paradise Travel",2092,"BK00001775","3,457,000","2,938,450"
1084,6,"Beach Paradise Travel",830,"BK00000513","12,119,000","10,301,150"
1085,6,"Beach Paradise Travel",1441,"BK00001124","1,908,500","1,622,225"
1086,6,"Beach Paradise Travel",2062,"BK00001745","3,061,000","2,601,850"
1087,6,"Beach Paradise Travel",2051,"BK00001734","1,659,000","1,410,150"
1088,6,"Beach Paradise Travel",2017,"BK00001700","4,705,000","3,999,250"
1089,6,"Beach Paradise Travel",1461,"BK00001144","7,413,750","6,301,688"
1090,6,"Beach Paradise Travel",1462,"BK00001145","7,390,000","6,281,500"
1091,6,"Beach Paradise Travel",2004,"BK00001687","16,464,500","13,994,825"
1092,6,"Beach Paradise Travel",1998,"BK00001681","5,947,000","5,054,950"
1093,6,"Beach Paradise Travel",1996,"BK00001679","9,600,000","8,160,000"
1094,6,"Beach Paradise Travel",1474,"BK00001157","3,318,000","2,820,300"
1095,6,"Beach Paradise Travel",1475,"BK00001158","13,688,000","11,634,800"
1096,6,"Beach Paradise Travel",1970,"BK00001653","9,940,750","8,449,638"
1097,6,"Beach Paradise Travel",1966,"BK00001649","3,219,000","2,736,150"
1098,6,"Beach Paradise Travel",1943,"BK00001626","18,573,750","15,787,688"
1099,6,"Beach Paradise Travel",567,"BK00000250","11,650,000","9,902,500"
1100,6,"Beach Paradise Travel",1934,"BK00001617","4,591,500","3,902,775"
1101,6,"Beach Paradise Travel",1923,"BK00001606","4,398,500","3,738,725"
1102,6,"Beach Paradise Travel",1499,"BK00001182","12,419,000","10,556,150"
1103,6,"Beach Paradise Travel",1501,"BK00001184","6,209,500","5,278,075"
1104,6,"Beach Paradise Travel",1504,"BK00001187","32,128,750","27,309,438"
1105,6,"Beach Paradise Travel",798,"BK00000481","8,612,500","7,320,625"
1106,6,"Beach Paradise Travel",944,"BK00000627","2,026,750","1,722,737"
1107,6,"Beach Paradise Travel",1524,"BK00001207","12,906,000","10,970,100"
1108,6,"Beach Paradise Travel",1525,"BK00001208","14,562,500","12,378,125"
1109,6,"Beach Paradise Travel",576,"BK00000259","6,453,000","5,485,050"
1110,6,"Beach Paradise Travel",1531,"BK00001214","11,650,000","9,902,500"
1111,6,"Beach Paradise Travel",1856,"BK00001539","3,300,250","2,805,213"
1112,6,"Beach Paradise Travel",3237,"BK00002920","2,180,000","1,853,000"
1113,6,"Beach Paradise Travel",1548,"BK00001231","6,080,250","5,168,213"
1114,6,"Beach Paradise Travel",582,"BK00000265","6,122,000","5,203,700"
1115,6,"Beach Paradise Travel",630,"BK00000313","5,825,000","4,951,250"
1116,6,"Beach Paradise Travel",1830,"BK00001513","7,604,250","6,463,613"
1117,6,"Beach Paradise Travel",628,"BK00000311","12,921,500","10,983,275"
1118,6,"Beach Paradise Travel",1802,"BK00001485","3,061,000","2,601,850"
1119,6,"Beach Paradise Travel",1800,"BK00001483","3,104,750","2,639,038"
1120,6,"Beach Paradise Travel",1797,"BK00001480","5,980,250","5,083,213"
1121,7,"Mountain View Tours",434,"BK00000117","9,630,000","8,179,722"
1122,7,"Mountain View Tours",1388,"BK00001071","13,969,500","11,865,693"
1123,7,"Mountain View Tours",3289,"BK00002972","18,215,000","15,471,821"
1124,7,"Mountain View Tours",2676,"BK00002359","19,373,750","16,456,063"
1125,7,"Mountain View Tours",762,"BK00000445","2,235,500","1,898,834"
1126,7,"Mountain View Tours",432,"BK00000115","12,840,000","10,906,296"
1127,7,"Mountain View Tours",2700,"BK00002383","13,311,250","11,306,576"
1128,7,"Mountain View Tours",2139,"BK00001822","10,467,000","8,890,670"
1129,7,"Mountain View Tours",2711,"BK00002394","4,735,500","4,022,334"
1130,7,"Mountain View Tours",2138,"BK00001821","11,172,750","9,490,134"
1131,7,"Mountain View Tours",2137,"BK00001820","9,896,250","8,405,875"
1132,7,"Mountain View Tours",1147,"BK00000830","3,551,500","3,016,644"
1133,7,"Mountain View Tours",1401,"BK00001084","13,891,000","11,799,015"
1134,7,"Mountain View Tours",1885,"BK00001568","3,624,250","3,078,438"
1135,7,"Mountain View Tours",533,"BK00000216","6,315,750","5,364,598"
1136,7,"Mountain View Tours",2130,"BK00001813","10,467,000","8,890,670"
1137,7,"Mountain View Tours",2725,"BK00002408","1,810,000","1,537,414"
1138,7,"Mountain View Tours",2123,"BK00001806","8,813,500","7,486,187"
1139,7,"Mountain View Tours",967,"BK00000650","15,675,000","13,314,345"
1140,7,"Mountain View Tours",709,"BK00000392","16,397,000","13,927,612"
1141,7,"Mountain View Tours",966,"BK00000649","19,202,250","16,310,391"
1142,7,"Mountain View Tours",2118,"BK00001801","31,578,750","26,822,990"
1143,7,"Mountain View Tours",2110,"BK00001793","19,542,500","16,599,399"
1144,7,"Mountain View Tours",1599,"BK00001282","3,642,000","3,093,515"
1145,7,"Mountain View Tours",2106,"BK00001789","2,585,500","2,196,124"
1146,7,"Mountain View Tours",2103,"BK00001786","10,740,000","9,122,556"
1147,7,"Mountain View Tours",1417,"BK00001100","16,710,000","14,193,474"
1148,7,"Mountain View Tours",2101,"BK00001784","7,756,500","6,588,371"
1149,7,"Mountain View Tours",1135,"BK00000818","7,103,000","6,033,288"
1150,7,"Mountain View Tours",416,"BK00000099","3,027,000","2,571,134"
1151,7,"Mountain View Tours",540,"BK00000223","13,931,000","11,832,991"
1152,7,"Mountain View Tours",962,"BK00000645","16,485,000","14,002,359"
1153,7,"Mountain View Tours",1423,"BK00001106","3,479,000","2,955,063"
1154,7,"Mountain View Tours",579,"BK00000262","12,363,750","10,501,769"
1155,7,"Mountain View Tours",1873,"BK00001556","6,314,000","5,363,112"
1156,7,"Mountain View Tours",2769,"BK00002452","7,281,500","6,184,906"
1157,7,"Mountain View Tours",2817,"BK00002500","2,982,000","2,532,911"
1158,7,"Mountain View Tours",2820,"BK00002503","4,552,500","3,866,893"
1159,7,"Mountain View Tours",2088,"BK00001771","16,888,500","14,345,092"
1160,7,"Mountain View Tours",2822,"BK00002505","2,481,750","2,107,998"
1161,7,"Mountain View Tours",409,"BK00000092","11,019,500","9,359,963"
1162,7,"Mountain View Tours",407,"BK00000090","12,631,500","10,729,196"
1163,7,"Mountain View Tours",2844,"BK00002527","3,210,000","2,726,574"
1164,7,"Mountain View Tours",544,"BK00000227","9,313,000","7,910,462"
1165,7,"Mountain View Tours",2849,"BK00002532","5,950,500","5,054,355"
1166,7,"Mountain View Tours",2856,"BK00002539","34,412,500","29,229,977"
1167,7,"Mountain View Tours",1866,"BK00001549","5,634,750","4,786,157"
1168,7,"Mountain View Tours",795,"BK00000478","22,518,000","19,126,789"
1169,7,"Mountain View Tours",651,"BK00000334","12,297,750","10,445,709"
1170,7,"Mountain View Tours",2861,"BK00002544","11,140,000","9,462,316"
1171,7,"Mountain View Tours",340,"BK00000023","13,245,000","11,250,303"
1172,7,"Mountain View Tours",3263,"BK00002946","13,195,250","11,208,045"
1173,7,"Mountain View Tours",745,"BK00000428","3,620,000","3,074,828"
1174,7,"Mountain View Tours",3212,"BK00002895","13,253,000","11,257,098"
1175,7,"Mountain View Tours",2057,"BK00001740","3,374,250","2,866,088"
1176,7,"Mountain View Tours",554,"BK00000237","21,980,000","18,669,812"
1177,7,"Mountain View Tours",960,"BK00000643","3,027,000","2,571,134"
1178,7,"Mountain View Tours",2045,"BK00001728","6,314,000","5,363,112"
1179,7,"Mountain View Tours",2880,"BK00002563","16,710,000","14,193,474"
1180,7,"Mountain View Tours",916,"BK00000599","16,085,000","13,662,599"
1181,7,"Mountain View Tours",2887,"BK00002570","8,278,500","7,031,758"
1182,7,"Mountain View Tours",1078,"BK00000761","8,198,500","6,963,806"
1183,7,"Mountain View Tours",3239,"BK00002922","12,927,500","10,980,619"
1184,7,"Mountain View Tours",3245,"BK00002928","13,561,250","11,518,926"
1185,7,"Mountain View Tours",1542,"BK00001225","5,940,750","5,046,073"
1186,7,"Mountain View Tours",2890,"BK00002573","2,731,500","2,320,136"
1187,7,"Mountain View Tours",2906,"BK00002589","5,171,000","4,392,247"
1188,7,"Mountain View Tours",2016,"BK00001699","4,067,000","3,454,510"
1189,7,"Mountain View Tours",561,"BK00000244","22,280,000","18,924,632"
1190,7,"Mountain View Tours",3186,"BK00002869","6,315,750","5,364,598"
1191,7,"Mountain View Tours",1850,"BK00001533","16,453,750","13,975,815"
1192,7,"Mountain View Tours",1069,"BK00000752","16,485,000","14,002,359"
1193,7,"Mountain View Tours",2912,"BK00002595","22,280,000","18,924,632"
1194,7,"Mountain View Tours",1847,"BK00001530","16,050,000","13,632,870"
1195,7,"Mountain View Tours",1627,"BK00001310","18,621,250","15,816,890"
1196,7,"Mountain View Tours",1547,"BK00001230","9,081,000","7,713,401"
1197,7,"Mountain View Tours",1066,"BK00000749","6,314,000","5,363,112"
1198,7,"Mountain View Tours",397,"BK00000080","5,954,000","5,057,328"
1199,7,"Mountain View Tours",2946,"BK00002629","17,170,000","14,584,198"
1200,7,"Mountain View Tours",1976,"BK00001659","13,969,500","11,865,693"
1201,7,"Mountain View Tours",1050,"BK00000733","5,095,000","4,327,693"
1202,7,"Mountain View Tours",1776,"BK00001459","7,803,500","6,628,293"
1203,7,"Mountain View Tours",1726,"BK00001409","1,410,000","1,197,654"
1204,7,"Mountain View Tours",1963,"BK00001646","16,904,250","14,358,470"
1205,7,"Mountain View Tours",883,"BK00000566","6,833,000","5,803,950"
1206,7,"Mountain View Tours",393,"BK00000076","18,947,250","16,093,794"
1207,7,"Mountain View Tours",3303,"BK00002986","5,519,000","4,687,839"
1208,7,"Mountain View Tours",1021,"BK00000704","14,206,000","12,066,576"
1209,7,"Mountain View Tours",1651,"BK00001334","10,467,000","8,890,670"
1210,7,"Mountain View Tours",755,"BK00000438","8,278,500","7,031,758"
1211,7,"Mountain View Tours",1551,"BK00001234","11,172,750","9,490,134"
1212,7,"Mountain View Tours",571,"BK00000254","25,603,000","21,747,188"
1213,7,"Mountain View Tours",3210,"BK00002893","8,813,500","7,486,187"
1214,7,"Mountain View Tours",1657,"BK00001340","11,038,000","9,375,677"
1215,7,"Mountain View Tours",1836,"BK00001519","17,627,000","14,972,374"
1216,7,"Mountain View Tours",380,"BK00000063","6,622,500","5,625,151"
1217,7,"Mountain View Tours",641,"BK00000324","2,715,000","2,306,121"
1218,7,"Mountain View Tours",1011,"BK00000694","11,140,000","9,462,316"
1219,7,"Mountain View Tours",1694,"BK00001377","7,917,000","6,724,700"
1220,7,"Mountain View Tours",1704,"BK00001387","10,342,000","8,784,495"
1221,7,"Mountain View Tours",1502,"BK00001185","3,027,000","2,571,134"
1222,7,"Mountain View Tours",3066,"BK00002749","15,135,000","12,855,669"
1223,7,"Mountain View Tours",1666,"BK00001349","12,920,250","10,974,460"
1224,7,"Mountain View Tours",3067,"BK00002750","1,746,000","1,483,052"
1225,7,"Mountain View Tours",3084,"BK00002767","17,095,000","14,520,493"
1226,7,"Mountain View Tours",371,"BK00000054","16,385,000","13,917,419"
1227,7,"Mountain View Tours",3108,"BK00002791","5,519,000","4,687,839"
1228,7,"Mountain View Tours",1510,"BK00001193","11,269,500","9,572,313"
1229,7,"Mountain View Tours",3110,"BK00002793","4,735,500","4,022,334"
1230,7,"Mountain View Tours",1320,"BK00001003","16,753,750","14,230,635"
1231,7,"Mountain View Tours",1314,"BK00000997","20,606,250","17,502,949"
1232,7,"Mountain View Tours",2287,"BK00001970","2,731,500","2,320,136"
1233,7,"Mountain View Tours",636,"BK00000319","7,273,500","6,178,111"
1234,7,"Mountain View Tours",1821,"BK00001504","9,630,000","8,179,722"
1235,7,"Mountain View Tours",1310,"BK00000993","12,801,500","10,873,594"
1236,7,"Mountain View Tours",3114,"BK00002797","22,539,000","19,144,627"
1237,7,"Mountain View Tours",501,"BK00000184","16,753,750","14,230,635"
1238,7,"Mountain View Tours",2340,"BK00002023","7,070,250","6,005,470"
1239,7,"Mountain View Tours",2241,"BK00001924","13,865,000","11,776,931"
1240,7,"Mountain View Tours",685,"BK00000368","19,202,250","16,310,391"
1241,7,"Mountain View Tours",1904,"BK00001587","13,145,000","11,165,363"
1242,7,"Mountain View Tours",1282,"BK00000965","7,614,750","6,467,969"
1243,7,"Mountain View Tours",1281,"BK00000964","20,797,500","17,665,397"
1244,7,"Mountain View Tours",1279,"BK00000962","17,357,500","14,743,460"
1245,7,"Mountain View Tours",1278,"BK00000961","13,916,000","11,820,250"
1246,7,"Mountain View Tours",3307,"BK00002990","6,701,500","5,692,254"
1247,7,"Mountain View Tours",1344,"BK00001027","18,777,250","15,949,396"
1248,7,"Mountain View Tours",516,"BK00000199","2,682,000","2,278,091"
1249,7,"Mountain View Tours",1273,"BK00000956","16,904,250","14,358,470"
1250,7,"Mountain View Tours",2364,"BK00002047","16,397,000","13,927,612"
1251,7,"Mountain View Tours",2377,"BK00002060","15,135,000","12,855,669"
1252,7,"Mountain View Tours",3123,"BK00002806","5,076,500","4,311,979"
1253,7,"Mountain View Tours",2390,"BK00002073","6,958,000","5,910,125"
1254,7,"Mountain View Tours",2407,"BK00002090","18,351,000","15,587,339"
1255,7,"Mountain View Tours",1603,"BK00001286","4,751,500","4,035,924"
1256,7,"Mountain View Tours",1254,"BK00000937","22,518,000","19,126,789"
1257,7,"Mountain View Tours",1253,"BK00000936","18,947,250","16,093,794"
1258,7,"Mountain View Tours",2432,"BK00002115","6,420,000","5,453,148"
1259,7,"Mountain View Tours",2434,"BK00002117","12,631,500","10,729,196"
1260,7,"Mountain View Tours",2443,"BK00002126","16,888,500","14,345,092"
1261,7,"Mountain View Tours",848,"BK00000531","18,626,000","15,820,924"
1262,7,"Mountain View Tours",2201,"BK00001884","9,107,500","7,735,910"
1263,7,"Mountain View Tours",483,"BK00000166","26,490,000","22,500,606"
1264,7,"Mountain View Tours",1233,"BK00000916","12,108,000","10,284,535"
1265,7,"Mountain View Tours",2195,"BK00001878","16,904,250","14,358,470"
1266,7,"Mountain View Tours",3137,"BK00002820","7,103,000","6,033,288"
1267,7,"Mountain View Tours",362,"BK00000045","5,171,000","4,392,247"
1268,7,"Mountain View Tours",2474,"BK00002157","1,821,000","1,546,757"
1269,7,"Mountain View Tours",352,"BK00000035","18,626,000","15,820,924"
1270,7,"Mountain View Tours",1812,"BK00001495","4,310,500","3,661,339"
1271,7,"Mountain View Tours",1675,"BK00001358","12,590,000","10,693,946"
1272,7,"Mountain View Tours",1225,"BK00000908","6,591,250","5,598,608"
1273,7,"Mountain View Tours",2518,"BK00002201","18,827,250","15,991,866"
1274,7,"Mountain View Tours",2537,"BK00002220","20,747,500","17,622,927"
1275,7,"Mountain View Tours",2546,"BK00002229","5,171,000","4,392,247"
1276,7,"Mountain View Tours",969,"BK00000652","14,897,000","12,653,512"
1277,7,"Mountain View Tours",2547,"BK00002230","10,654,500","9,049,932"
1278,7,"Mountain View Tours",1376,"BK00001059","11,097,750","9,426,429"
1279,7,"Mountain View Tours",2594,"BK00002277","4,735,500","4,022,334"
1280,7,"Mountain View Tours",2596,"BK00002279","22,543,750","19,148,661"
1281,7,"Mountain View Tours",2615,"BK00002298","7,917,000","6,724,700"
1282,7,"Mountain View Tours",1380,"BK00001063","12,840,000","10,906,296"
1283,7,"Mountain View Tours",1382,"BK00001065","22,089,000","18,762,397"
1284,7,"Mountain View Tours",2616,"BK00002299","26,365,000","22,394,431"
1285,7,"Mountain View Tours",1182,"BK00000865","5,825,500","4,948,180"
1286,7,"Mountain View Tours",1678,"BK00001361","9,927,000","8,431,994"
1287,7,"Mountain View Tours",3286,"BK00002969","5,839,000","4,959,647"
1288,8,"Golden Gate Adventures",1808,"BK00001491","3,748,500","3,234,956"
1289,8,"Golden Gate Adventures",912,"BK00000595","6,166,250","5,321,474"
1290,8,"Golden Gate Adventures",964,"BK00000647","8,830,000","7,620,290"
1291,8,"Golden Gate Adventures",995,"BK00000678","14,717,000","12,700,771"
1292,8,"Golden Gate Adventures",1010,"BK00000693","14,404,000","12,430,652"
1293,8,"Golden Gate Adventures",1020,"BK00000703","10,256,250","8,851,144"
1294,8,"Golden Gate Adventures",1047,"BK00000730","3,185,750","2,749,302"
1295,8,"Golden Gate Adventures",723,"BK00000406","12,262,500","10,582,538"
1296,8,"Golden Gate Adventures",1106,"BK00000789","8,580,000","7,404,540"
1297,8,"Golden Gate Adventures",1113,"BK00000796","6,381,500","5,507,235"
1298,8,"Golden Gate Adventures",1117,"BK00000800","7,914,500","6,830,214"
1299,8,"Golden Gate Adventures",1162,"BK00000845","18,710,250","16,146,946"
1300,8,"Golden Gate Adventures",1164,"BK00000847","22,386,750","19,319,765"
1301,8,"Golden Gate Adventures",1201,"BK00000884","4,427,500","3,820,933"
1302,8,"Golden Gate Adventures",675,"BK00000358","13,482,500","11,635,397"
1303,8,"Golden Gate Adventures",1328,"BK00001011","21,930,000","18,925,590"
1304,8,"Golden Gate Adventures",1334,"BK00001017","6,226,750","5,373,685"
1305,8,"Golden Gate Adventures",1340,"BK00001023","4,178,750","3,606,261"
1306,8,"Golden Gate Adventures",1356,"BK00001039","11,497,500","9,922,343"
1307,8,"Golden Gate Adventures",1358,"BK00001041","1,331,000","1,148,653"
